product_name,product_description,series,manufacturer,category,tab_category,price,specification,sculptor,cooperation,image1,image2,image3,image4
Nendoroid Surprise Jujutsu Kaisen,"From the popular anime series ""Jujutsu Kaisen"" comes a lineup of new Nendoroid Surprise figures!",Jujutsu Kaisen,Good Smile Company,Nendoroid Surprise,Nendroid,"Single - \1,500Boxset - \12,000",Painted non-scale collectible figures with easel stands included. Each approximately 70mm in height. 1 boxset includes 8 figures (all 8 characters).,Shichibee (Matsuda Model),Nendoron,//images.goodsmile.info/cgm/images/product/20231204/15313/124318/large/9a61530bc88b99f399a30984f7fd484b.jpg,//images.goodsmile.info/cgm/images/product/20231204/15313/124319/large/2f397dbfdcf83e57d66adf374b6343ca.jpg,//images.goodsmile.info/cgm/images/product/20231204/15313/124320/large/89924a69355717413bb338d136e04ab6.jpg,//images.goodsmile.info/cgm/images/product/20231204/15313/124321/large/7703413d7118016d0b1aad419e11df56.jpg
Nendoroid Amakuni Saruno,"From the manga series ""Mr. Fullswing"" comes a Nendoroid of Amakuni Saruno!",Mr. Fullswing,ORANGE ROUGE,Nendoroid,Nendroid,"¥6,500",Painted plastic non-scale articulated figure with stand included. Approximately 100mm in height.,Dogu,Nendoron,//images.goodsmile.info/cgm/images/product/20231130/15296/124141/large/6d96a8d0b950cc6c859805c68fcd7ab7.jpg,//images.goodsmile.info/cgm/images/product/20231130/15296/124142/large/81d1cb40b7732372a3aaf99ce8b669f0.jpg,//images.goodsmile.info/cgm/images/product/20231130/15296/124143/large/5968c8438119aea71b5c563461d1792c.jpg,//images.goodsmile.info/cgm/images/product/20231130/15296/124144/large/f3c2cdf697bbbcacc1379c330736a61f.jpg
Nendoroid Nanachi,"From the popular anime series ""Made in Abyss"" comes a third rerelease Nendoroid Nanachi! The Nendoroid comes with three face plates including a cute smiling face, an embarrassed expression as well as a mesmerized expression.",Made in Abyss,Good Smile Company,Nendoroid,Nendroid,"¥6,009",Painted plastic non-scale articulated figure with stand included. Approximately 130mm in height.,Shichibee,Nendoron,//images.goodsmile.info/cgm/images/product/20180524/7299/52231/large/1db6edca2e51d8c2801afac405a45845.jpg,//images.goodsmile.info/cgm/images/product/20180524/7299/52232/large/87f46df329686ef9bf6b6b90dc476e51.jpg,//images.goodsmile.info/cgm/images/product/20180524/7299/52234/large/4b6f4832265cddbf469fb7ac88dc09a7.jpg,//images.goodsmile.info/cgm/images/product/20180524/7299/52238/large/98b64e687061b8c9d9eaf8106ad05635.jpg
Nendoroid Lotte Jansson,"From the anime series ""Little Witch Academia"" comes a rerelease of the Nendoroid of Akko's roommate, the honest and gentle young witch, Lotte Jansson! She comes with two face plates including a smiling expression as well as a troubled expression. Her trademark glasses are included with three different lenses - one looking straight ahead, one looking to the side and one with sparkling eyes! These can all be used on either expression allowing for all sorts of different combinations when posing!",Little Witch Academia,Good Smile Company,Nendoroid,Nendroid,"¥5,800",Painted plastic non-scale articulated figure with stand included. Approximately 100mm in height.,Chen Tian (Good Smile Shanghai),Nendoron,//images.goodsmile.info/cgm/images/product/20171201/6915/49042/large/a480ee76a8e8a63dab7dc0c9c170eb57.jpg,//images.goodsmile.info/cgm/images/product/20171201/6915/49043/large/7e94bc534d27ed4b7de45d6f7c6540f0.jpg,//images.goodsmile.info/cgm/images/product/20171201/6915/49044/large/9a188d8ed3919f6e461b5e0e612fb78a.jpg,//images.goodsmile.info/cgm/images/product/20171201/6915/49045/large/528fd2b3d65125f6395d2ed5fcb2ff41.jpg
Nendoroid Hakari Hanazono,"From the anime series ""The 100 Girlfriends Who Really, Really, Really, Really, Really Love You"" comes a Nendoroid of Hakari Hanazono! ","The 100 Girlfriends Who Really, Really, Really, Really, Really Love You",Good Smile Company,Nendoroid,Nendroid,"¥6,200",Painted plastic non-scale articulated figure with stand included. Approximately 100mm in height.,toytec D.T.C,Nendoron,//images.goodsmile.info/cgm/images/product/20231111/15195/124057/large/379d58e59aafd85acc536e2f1b78326f.jpg,//images.goodsmile.info/cgm/images/product/20231111/15195/124058/large/d64defde0da0fbc9b8b52c87ec966e6c.jpg,//images.goodsmile.info/cgm/images/product/20231111/15195/124059/large/98ae27a24b0cc20f8a8b34f1e747e926.jpg,//images.goodsmile.info/cgm/images/product/20231111/15195/124060/large/7acdaba460df63bd129c5322b60b6d67.jpg
Nendoroid Karane Inda,"From the anime series ""The 100 Girlfriends Who Really, Really, Really, Really, Really Love You"" comes a Nendoroid of Karane Inda! ","The 100 Girlfriends Who Really, Really, Really, Really, Really Love You",Good Smile Company,Nendoroid,Nendroid,"¥6,200",Painted plastic non-scale articulated figure with stand included. Approximately 100mm in height.,toytec D.T.C,Nendoron,//images.goodsmile.info/cgm/images/product/20231111/15196/124048/large/0175e58b291c0cf41dd3056f1da8a253.jpg,//images.goodsmile.info/cgm/images/product/20231111/15196/124049/large/44e8a6d070e2d789b7da59f962f7732d.jpg,//images.goodsmile.info/cgm/images/product/20231111/15196/124050/large/e5b766b9aa65a0cc3b556ed6486b7bfc.jpg,//images.goodsmile.info/cgm/images/product/20231111/15196/124051/large/8395e69091c1de4174689c34298b420e.jpg
Nendoroid Tiny Tina,"From the ""Borderlands"" game series comes a Nendoroid of Tiny Tina! ",Borderlands,Good Smile Company,Nendoroid,Nendroid,"¥6,900",Painted plastic non-scale articulated figure with stand included. Approximately 100mm in height.,POLY-TOYS,Nendoron,//images.goodsmile.info/cgm/images/product/20231127/15289/124067/large/c43ca72665a5c72d4801c3f84bf73780.jpg,//images.goodsmile.info/cgm/images/product/20231127/15289/124068/large/97b426314b4dbb1e5983ada22ff7999d.jpg,//images.goodsmile.info/cgm/images/product/20231127/15289/124069/large/841690eff4ee667db9bb6048cf3b69bd.jpg,//images.goodsmile.info/cgm/images/product/20231127/15289/124070/large/8b529c593d8765981a663458b64f129e.jpg
Nendoroid Mikage Reo,"From the anime series ""BLUELOCK"" comes a Nendoroid of Mikage Reo!",BLUELOCK,ORANGE ROUGE,Nendoroid,Nendroid,"¥7,000",Painted plastic non-scale articulated figure with stand included. Approximately 100mm in height.,Dogu,Nendoron,//images.goodsmile.info/cgm/images/product/20231128/15290/124074/large/964ea22ab17884d8c3ea0adb136bf408.jpg,//images.goodsmile.info/cgm/images/product/20231128/15290/124075/large/ed4b9f6a9dbd2ea7258e42f570084916.jpg,//images.goodsmile.info/cgm/images/product/20231128/15290/124076/large/08cbc453349b9d4a72dbe6c236d3b334.jpg,//images.goodsmile.info/cgm/images/product/20231128/15290/124077/large/e15f1ecda7bbe5fb9f5cac1c0341b6fb.jpg
Nendoroid Lala Satalin Deviluke,"From ""To Love-Ru Darkness"" comes a Nendoroid of Lala Satalin Deviluke!",To Love-Ru Darkness,Good Smile Company,Nendoroid,Nendroid,"¥7,600",Painted plastic non-scale articulated figure with stand included. Approximately 100mm in height.,toytec D.T.C,Nendoron,//images.goodsmile.info/cgm/images/product/20231121/15259/123766/large/6df3fcf2e65313c91684cc231c448286.jpg,//images.goodsmile.info/cgm/images/product/20231121/15259/123767/large/cab710839a26e217dc3d43f38a469cc9.jpg,//images.goodsmile.info/cgm/images/product/20231121/15259/123768/large/dd63a3b8593d108bced8830f441484f1.jpg,//images.goodsmile.info/cgm/images/product/20231121/15259/123769/large/199996accc34fbc38dd371df56f38c0e.jpg
Nendoroid Leon S. Kennedy,"From the popular game ""Resident Evil 4"" comes a Nendoroid of Leon S. Kennedy! ",Resident Evil 4,Good Smile Company,Nendoroid,Nendroid,"¥7,200",Painted plastic non-scale articulated figure with stand included. Approximately 100mm in height.,Bing,Nendoron,//images.goodsmile.info/cgm/images/product/20231121/15254/123724/large/6e4c25d35b2b378ee456a1d227096a6f.jpg,//images.goodsmile.info/cgm/images/product/20231121/15254/123725/large/5201ca48256fb244371242e5b644283e.jpg,//images.goodsmile.info/cgm/images/product/20231121/15254/123726/large/ed3e00c56a883190a9f3d1eb3f2b557f.jpg,//images.goodsmile.info/cgm/images/product/20231121/15254/123727/large/cbef20244cbfe6748b30a63ca43b94f2.jpg
Nendoroid Haruki Nakayama,"From the popular anime ""Given"" comes a Nendoroid of the titular band's bassist, Haruki Nakayama!",Given: Hiiragi Mix,ORANGE ROUGE,Nendoroid,Nendroid,"¥6,100",Painted plastic non-scale articulated figure with stand included. Approximately 100mm in height.,Dogu,Nendoron,//images.goodsmile.info/cgm/images/product/20231127/15277/123915/large/9fa23bbcef61a7c1ab574cba3b68b6fe.jpg,//images.goodsmile.info/cgm/images/product/20231127/15277/123916/large/5a2c5468446c4807821789c8e1742edb.jpg,//images.goodsmile.info/cgm/images/product/20231127/15277/123917/large/b2b79f2bbd2762bc166582e92e6fc0fc.jpg,//images.goodsmile.info/cgm/images/product/20231127/15277/123918/large/7c0b19d57b14e37471922517e2257aec.jpg
Nendoroid Akihiko Kaji: Drum Set Ver.,"From the popular anime ""Given"" comes a GOODSMILE ONLINE SHOP exclusive Drum Set Version of Nendoroid Akihiko Kaji!",Given: Hiiragi Mix,ORANGE ROUGE,Nendoroid,Nendroid,"¥8,900",Painted plastic non-scale articulated figure with stand included. Approximately 100mm in height.,Dogu,Dogu,//images.goodsmile.info/cgm/images/product/20231127/15278/123925/large/70f4c09b7d7a2b1046e040e9ba07c284.jpg,//images.goodsmile.info/cgm/images/product/20231127/15278/123926/large/6bcdcbbd3832e67af9242513d3f97c93.jpg,//images.goodsmile.info/cgm/images/product/20231127/15278/123927/large/3e181839ad69be0fe6dbc45151fd0b65.jpg,//images.goodsmile.info/cgm/images/product/20231127/15278/123928/large/007efbb72d8ba63d2d3c16eae8f59585.jpg
Nendoroid Akihiko Kaji,"From the popular anime ""Given"" comes a Nendoroid of the titular band's drummer, Akihiko Kaji!",Given: Hiiragi Mix,ORANGE ROUGE,Nendoroid,Nendroid,"¥6,100",Painted plastic non-scale articulated figure with stand included. Approximately 100mm in height.,Dogu,Nendoron,//images.goodsmile.info/cgm/images/product/20231127/15279/123934/large/007efbb72d8ba63d2d3c16eae8f59585.jpg,//images.goodsmile.info/cgm/images/product/20231127/15279/123935/large/d216a22d7bfc3b47166a8d143b210015.jpg,//images.goodsmile.info/cgm/images/product/20231127/15279/123936/large/51a4f5d7d630371e65e2d2cc820af181.jpg,//images.goodsmile.info/cgm/images/product/20231127/15279/123937/large/d6bc1eb938780cd7521965b241e0c013.jpg
Nendoroid Toma,"From the romance adventure game ""Amnesia"" comes a Nendoroid of the heroine's older brother-like childhood friend, Toma!",Amnesia,ORANGE ROUGE,Nendoroid,Nendroid,"¥6,800",Painted plastic non-scale articulated figure with stand included. Approximately 100mm in height.,Ichinouri,Nendoron,//images.goodsmile.info/cgm/images/product/20231122/15270/123908/large/1daa4bf374e0dbfbd377661f3b248988.jpg,//images.goodsmile.info/cgm/images/product/20231122/15270/123909/large/8dd30ef2838e7d62ca1481e8b9ee3977.jpg,//images.goodsmile.info/cgm/images/product/20231122/15270/123910/large/4fbc239c3ae69ecffdd2bb8a8f158d21.jpg,//images.goodsmile.info/cgm/images/product/20231122/15270/123911/large/4352c936dc3cb0e7a382fe7c4a198d62.jpg
Nendoroid More: Face Swap Jujutsu Kaisen 02,"From the anime series ""Jujutsu Kaisen"" comes a Nendoroid More Face Swap set to make playing with your Nendoroids even more fun!",Jujutsu Kaisen,Good Smile Company,Nendoroid More,Nendroid,"¥850
                         Each",Painted plastic collectible figure parts. One boxset includes six face plates (all six varieties).,Shichibee (Matsuda Model),Nendoron,//images.goodsmile.info/cgm/images/product/20231127/15283/123972/large/ea222dba8f820f559097c7298d6fd6a1.jpg,//images.goodsmile.info/cgm/images/product/20231127/15283/123973/large/c409e2a9b302f1fce64f0239e89c78b8.jpg,//images.goodsmile.info/cgm/images/product/20231127/15283/123974/large/b34ab1ca37e3468253e3ac15e76ddeb6.jpg,//images.goodsmile.info/cgm/images/product/20231127/15283/123975/large/5721cf7f11546568d3ff937ff6431fb1.jpg
Nendoroid Umika Konohoshi,"From the anime ""Stardust Telepath"" comes a Nendoroid of Umika Konohoshi! ",Stardust Telepath,Good Smile Company,Nendoroid,Nendroid,"¥5,800",Painted plastic non-scale articulated figure with stand included. Approximately 100mm in height.,Dogu,Nendoron,//images.goodsmile.info/cgm/images/product/20231121/15253/123714/large/97bcc7af989cdd7eb11a88afc5c2e2bc.jpg,//images.goodsmile.info/cgm/images/product/20231121/15253/123715/large/0508c75a46e59a8c1fede18bfbbe50c3.jpg,//images.goodsmile.info/cgm/images/product/20231121/15253/123716/large/5ca403950926a7f30c85f1cd06b1088f.jpg,//images.goodsmile.info/cgm/images/product/20231121/15253/123717/large/42568cb770ad2dff8783af91adc910d0.jpg
Nendoroid Mamehinata,"Mamehinata, an original 3D model designed by Kameyama that is popular on VRChat, is now a Nendoroid!",Mochiyama Kingyo,Good Smile Company,Nendoroid,Nendroid,"¥7,500",Painted plastic non-scale articulated figure with stand included. Approximately 100mm in height.,Shichibee (Matsuda Model),Nendoron,//images.goodsmile.info/cgm/images/product/20231122/15267/123817/large/1184a36ff50679052746e727716cbb74.jpg,//images.goodsmile.info/cgm/images/product/20231122/15267/123819/large/f47c3d27e2e2b700876bbb977882325b.jpg,//images.goodsmile.info/cgm/images/product/20231122/15267/123820/large/c0aa2ac9bffb1d2b9817c33f26208f82.jpg,//images.goodsmile.info/cgm/images/product/20231122/15267/123821/large/ac4e05f3dc965e3d89f76ae6f58ee83b.jpg
Nendoroid Misato Katsuragi,"From ""Rebuild of Evangelion"" comes a Nendoroid of Misato Katsuragi!",Rebuild of Evangelion,Good Smile Company,Nendoroid,Nendroid,"¥6,500",Painted plastic non-scale articulated figure with stand included. Approximately 100mm in height.,Dogu,Nendoron,//images.goodsmile.info/cgm/images/product/20231122/15269/123835/large/2759cef30f5a8e45b3c79afba091e971.jpg,//images.goodsmile.info/cgm/images/product/20231122/15269/123836/large/32239e4f8eb66082f7de94251eedfdeb.jpg,//images.goodsmile.info/cgm/images/product/20231122/15269/123837/large/4f3654dbc2f84c300762b796271c217a.jpg,//images.goodsmile.info/cgm/images/product/20231122/15269/123838/large/667a6d6fadf87b9aebbdb7209cd025ce.jpg
Nendoroid Ronald & Mebiyatsu,"From the anime ""The Vampire Dies in No Time"" comes a Nendoroid of the vampire hunter Ronald and Mebiyatsu, who can shoot beams out of its eyes!",The Vampire Dies in No Time,ORANGE ROUGE,Nendoroid,Nendroid,"¥6,900",Painted plastic non-scale articulated figure with stand included. Approximately 100mm in height.,Shichibee (Matsuda Model),Nendoron,//images.goodsmile.info/cgm/images/product/20231121/15258/123758/large/98de5aa3afe772652d3032db9aab00e6.jpg,//images.goodsmile.info/cgm/images/product/20231121/15258/123759/large/ceb2aa9d1639fd5d4bae97e162c69157.jpg,//images.goodsmile.info/cgm/images/product/20231121/15258/123760/large/cd008470a0b04f1a4d417fe3c2cf076e.jpg,//images.goodsmile.info/cgm/images/product/20231121/15258/123761/large/19c70367f08155bebbf9a64d35ad5955.jpg
Nendoroid Doll Anya Forger,"From the anime series ""SPY x FAMILY"" comes a Nendoroid Doll of the mind-reading telepath Anya Forger! The Nendoroid Doll series of palm-sized action figures feature the same heads as standard Nendoroids, but alternate doll-like bodies that are highly articulated and can easily be dressed-up into different outfits! Be sure to add her to your collection! ",SPY x FAMILY,Good Smile Company,Nendoroid Doll,Nendroid,"¥8,500","Painted non-scale articulated doll made with cloth, magnets and plastic with stand included. Approximately 140mm in height.","Shichibee (Matsuda model), SELECT D","Sawada Koubou, Nendoron",//images.goodsmile.info/cgm/images/product/20231122/15261/123781/large/ba52b476905e02b34cd1cd7663bf0982.jpg,//images.goodsmile.info/cgm/images/product/20231122/15261/123782/large/d04faa17a95b17d366bf083dbf040a7f.jpg,//images.goodsmile.info/cgm/images/product/20231122/15261/123783/large/ed7ae058c0c5d873ec37e9915039580a.jpg,//images.goodsmile.info/cgm/images/product/20231122/15261/123784/large/12cf194444a68ac50b2e7c665367ca02.jpg
Nendoroid Doll Outfit Set: Anya Forger,An outfit set of Anya Forger's outfit. ,SPY x FAMILY,Good Smile Company,Nendoroid Doll,Nendroid,"¥4,200","Cloth, magnets and plastic complete painted product.","Shichibee (Matsuda model), SELECT D","Sawada Koubou, Nendoron",//images.goodsmile.info/cgm/images/product/20231122/15262/123789/large/6830ca46ad76be7b8e3f1bed3a9629d6.jpg,//images.goodsmile.info/cgm/images/product/20231122/15262/123790/large/12cf194444a68ac50b2e7c665367ca02.jpg,//images.goodsmile.info/cgm/images/product/20231122/15262/123791/large/ba52b476905e02b34cd1cd7663bf0982.jpg,//images.goodsmile.info/cgm/images/product/20231122/15262/123792/large/d04faa17a95b17d366bf083dbf040a7f.jpg
Nendoroid Doll Yor Forger: Casual Outfit Dress Ver.,"From the anime series ""SPY x FAMILY"" comes a Nendroid Doll of Yor Forger wearing her casual outfit. The Nendoroid Doll series of palm-sized action figures feature the same heads as standard Nendoroids, but alternate doll-like bodies that are highly articulated and can easily be dressed-up into different outfits! Be sure to add her to your collection!",SPY x FAMILY,Good Smile Company,Nendoroid Doll,Nendroid,"¥8,500","Painted non-scale articulated doll made with cloth, magnets and plastic with stand included. Approximately 140mm in height.","Shichibee (Matsuda model), SELECT D","Sawada Koubou, Nendoron",//images.goodsmile.info/cgm/images/product/20231122/15263/123796/large/623ec918c1591fad402453c3b101a451.jpg,//images.goodsmile.info/cgm/images/product/20231122/15263/123797/large/3b3ef4f34f0e47ad5223be372b08c9ce.jpg,//images.goodsmile.info/cgm/images/product/20231122/15263/123798/large/5059fbfe5d65339ccae4f6f627047d92.jpg,//images.goodsmile.info/cgm/images/product/20231122/15263/123799/large/b2683320738659ec7558c2cab2b748e8.jpg
